公交线路,站点
北京666路公交车路线 京东运乔建材城—大北窑东,"京东运乔建材城,运乔嘉园,乔庄,玉桥北里,乔庄北街,玉桥中路,玉桥中路北口,西上园小区西门,通州东关西,新华大街,通州西大街路口东,通州西门路口东,通州北苑路口东,通州北苑路口西,八里桥,重兴寺,杨闸路口东,杨闸路口西,杨闸中学,杨闸西站,双桥东,双桥西,茶家坟,梆子井东,梆子井,远通桥西,高碑店桥东,四惠东站,陈家林,四惠站,八王坟西,郎家园,大北窑东"
北京667路公交车路线 刘庄北站—大北窑东,"刘庄北站,陈列馆路,刘庄,焦王庄北口,焦王庄南口,耿庄桥北,耿庄桥南,百合湾小区,通州东关大桥,通州东关西,新华大街,通州西大街路口东,通州西门路口东,通州北苑路口东,八王坟西,大北窑东"
北京668快车公交车路线 京东运乔建材城—北京站东,"京东运乔建材城,乔庄,通州国税局,地铁果园站,新华联家园,通州杨庄南口,通州杨庄,通州杨庄北口,通州北苑路口西,八里桥,八王坟西,大北窑东,永安里路口西,日坛路,北京站东"
北京668路公交车路线 京东运乔建材城—北京站东,"京东运乔建材城,运乔嘉园,乔庄,玉桥小区,玉桥南里,通州梨园东里北区,通州三间房西,杨家洼路口北,杨家洼,九棵树,通州果园环岛西,日光清城,新华联家园,李老新村,通州杨庄南口,通州杨庄,新华联锦园,通州杨庄北口,通州北苑路口西,八里桥,八王坟西,大北窑东,永安里路口西,北京站东"
北京669路公交车路线 万盛北街—大北窑南,"万盛北街,大稿新村,旗舰凯旋小区,怡乐中街,格瑞雅居小区,翠屏北里,新华联家园,李老新村,郭家场桥,杜仲公园,朝阳半壁店,唐家村,大郊亭桥东,大郊亭桥西,九龙山路口东,九龙山路口西,九龙花园,双井桥东,双井桥北,大北窑南"
北京669快车公交车路线 万盛北街—大北窑南,"万盛北街,大稿新村,大方居,大稿北站,通州半壁店新村,通州半壁店,北探小区,李老新村,郭家场桥,杜仲公园,朝阳半壁店,唐家村,大郊亭桥东,大郊亭桥西,九龙山路口东,九龙山路口西,九龙花园,双井桥东,双井桥北,大北窑南"
北京670路公交车路线 善缘小区—德胜门西,"善缘小区,百善公交场站,东沙屯南,松兰堡(昌平于辛庄东口),松兰堡西站(昌平职业学校),地铁沙河站,国兴电子公司,北沙河中路南口,路庄,朝宗桥北,沙河北大桥,沙河,碧水庄园,定福皇庄,史各庄(定福皇庄南),史各庄南,祁家豁子,马甸桥南,德胜门西"
北京671路公交车路线 四惠枢纽站—西苑,"四惠枢纽站,慈云寺桥,英家坟,红庙路口东,红庙路口西,小庄路口东,呼家楼东,呼家楼北,亮马桥,三元桥,静安庄,西坝河,安贞桥东,安贞桥西,安华桥西,马甸桥东,北太平桥西,蓟门桥北,学知桥西,知春路,知春里东站,知春里,海淀黄庄西,海淀南路,海淀南路西口,万泉河桥南,海淀公园,西苑医院,西苑"
北京672路公交车路线 郁金香花园南门—燕莎桥南,"郁金香花园南门,长店路口东,金盏卫生院,金盏,东窑路,北马房,东岗子,三岔河北站,东坝,东坝南,驹子房北站,驹子房,朝阳新城,高杨树,平房东口,平房,平房西口,姚家园西,豆各庄路口西,朝阳公园桥东,朝阳公园南门,甜水园街北口,团结湖,长虹桥北,亮马桥,燕莎桥南"
北京674路公交车路线 北京华侨城—惠新东桥西,"北京华侨城,北京华侨城南站,北京华侨城北站,金蝉北里,垡头桥西,北京工业大学南门,松榆东里南门,松榆里,武圣路,潘家园桥东,潘家园桥西,华威西里,劲松中街,光明桥东,广渠门,东便门,崇文门东,北京站西街西口,北京站前街,外交部街,禄米仓,演乐胡同,朝内小街,东四六条,东四九条,海运仓,东直门北小街南口,东直门北小街北口,和平里南口,和平里路口北,和平里东街,和平东桥南,和平东桥北,中日医院,对外经贸大学,惠新里,惠新西街北口,惠新东桥西"
北京675路公交车路线 通州李庄—左家庄,"通州李庄,李庄佳苑,苏坨新村,潞苑五街东口,小潞邑北站,小潞邑(华龙小区),耿庄桥北,结研所,北京物资学院南站,天赐良园,北京物资学院,邓家窑,地铁草房站东,地铁草房站,东十里堡,高安屯路南口,地铁常营站,常营路口东,常营路口西,黄渠村,地铁褡裢坡站,白家楼桥东,亮马厂,黄杉木店,青年路口,十里堡北里,农民日报社,农民日报社北,石佛营东里,豆各庄路口南,豆各庄路口西,朝阳公园桥东,朝阳公园南门,甜水园街北口,团结湖,亮马桥,燕莎桥南,燕莎桥西,新源南路西口,新源里,左家庄"
北京676路公交车路线 振亚庄—长椿街路口西,"振亚庄,团河工业园,团河北村,团河行宫,金海学校,金星乡,大白楼,寿宝庄,寿宝庄北站,宏祥路东口,团河路北口,西红门路东口,西营房,西营房西,同兴园,福利农场,西红门,西红门北站,九龙山庄,新发地桥北,马家楼桥北,玉泉营桥南,玉泉营桥北,菜户营桥东,大观园西,菜户营桥北,白纸坊桥北,椿树馆街,广安门南,广安门北,长椿街路口西"
北京678路公交车路线 永合庄—海户屯,"永合庄,永合庄东,看杨路南口,杨树庄,前街,前街西,看丹南路西,洪泰路南口,人民村,人民村北站,西洪泰庄,南五里店,程庄路口东,丰台医院,正阳桥东,丰台火车站,游泳场北路东口,丰管路,前泥洼,西管头,丰益桥南,夏家胡同,玉泉营桥西,玉泉营桥东,草桥,万芳桥东,洋桥西,木樨园桥西,海户屯"
北京679路公交车路线 桂村—木樨园桥北,"桂村,邢各庄南站,邢各庄市场,邢各庄,邢各庄北站,刘村,海子角北口,大兴桥北,黄村,黄村东大街东口北,团河路西口,清源路东口,滨河东里,康庄路东口,高米店,郁花园,西红门南站,西红门北站,九龙山庄,新发地桥北,马家楼桥北,玉泉营桥南,草桥,洋桥西,木樨园桥西,木樨园桥,木樨园桥北"
北京680路公交车路线 上林苑小区—北京华侨城,"上林苑小区,德茂庄,地铁五福堂站,南小街,东营房,六营门,万源路,清和园,吉庆庄,庑殿路南口,碧海公园,宣颐家园,珊瑚桥南,小红门路口北,姚村,城外诚,郭家村南,郭家村,成寿寺路,成寿寺路中街,成寿寺路北口,十里河桥北,华威桥南,首都图书馆,弘燕路西,弘燕路,弘燕路小区,弘燕桥西,弘燕桥,金蝉北里,北京华侨城北站,北京华侨城南站,北京华侨城"
北京681路公交车路线 龙锦苑公交场站—海淀中街,"龙锦苑公交场站,龙锦苑一区,和谐家园一区西门,和谐家园一区南门,龙锦三街东口,上坡佳园西门,霍营乡,华龙苑南里北门,地铁霍营站东,地铁霍营站,新康园北区北门,文华路南口,东村家园东门,龙博苑三区,吉晟别墅,新龙城东站,回龙观医院北,新龙城,龙兴园,西三旗桥北,西三旗桥西,安宁里,安宁里南站,安宁庄前街东口,安宁庄前街,安宁庄小区,上地桥东,上地桥西,地铁上地站,上地南路,上地南口,正白旗,北京体育大学,圆明园东门,清华附中,圆明园东路,清华大学西门,中关园北站,中关园,中关村南,海淀黄庄北,海淀中街"
北京682路公交车路线 青年路小区—阜安西路,"青年路小区,青年路口,十里堡北里,八里庄南里,红领巾公园,延静里,金台路口东,金台路口北,甜水园北里,甜水园街北口,景园,朝阳公园西门,枣营北里,枣营路北口,安家楼,天泽路,五里沟,肖君庙,芳园里西站,丽都饭店,望京医院,花家地北里,花家地北里西站,大西洋新城南门,望京西园四区,望京西园三区南,阜安西路"
北京684路公交车路线 宋家庄枢纽站—惠新东桥西,"宋家庄枢纽站,宋家庄,南窑,政馨园小区,铜厂,方庄南路南口,方庄南路,方庄桥南,方庄桥北,左安门外,左安门内,龙潭湖游泳池,龙潭公园,龙潭路西口,天坛体育场,法华寺,红桥路口北,磁器口北,花市路口南,崇文门内,东单路口南,东单路口北,米市大街,灯市东口,东四路口南,钱粮胡同,魏家胡同,东四十二条,北新桥路口南,北新桥路口北,国子监,雍和宫桥东,北小街豁口,和平里南口,和平里路口北,和平里东街,和平东桥南,和平东桥北,中日医院,对外经贸大学,惠新里,惠新西街北口,惠新东桥西"
北京685路公交车路线 金庄—博兴一路北口,"金庄,彰化路,正福寺,四季青桥东,四季青桥南,营慧寺,五路桥,定慧桥北,定慧桥南,金沟河,五棵松桥南,沙窝桥北,南沙窝桥,青塔,郑常庄,岳各庄,岳各庄桥北,丰台路口,岔路口,北大地,正阳桥北,看丹桥,富丰桥南,怡海花园南门,花乡桥西,花乡桥,花乡桥东,黄土岗,新发地桥北,新宫村,地铁新宫站,南苑西路,五爱屯,红房子路口东,新华路南口,三营门东,西洼地,东高地,万源路,清和园,吉庆庄,庑殿路南口,旧宫,旧宫东口,地铁旧宫站,亦庄桥北,亦庄桥南,富源里,贵园南里,贵园小区,亦庄体育中心,亦庄实验学校,天宝家园,天宝南街,地盛中路,中芯国际,京东方,同仁医院亦庄分院,青年公寓,中芯花园,鹿海园小区,泰河一街西口,鹿海园四里,泰河一街口,博兴一路北口"
北京686路公交车路线 田村半壁店东—中央党校北门,"田村半壁店东,五孔桥,定慧桥北,定慧桥南,定慧寺东,西钓鱼台,航天桥西,航天桥东,马神庙,白堆子口东,甘家口东,阜外西口,阜成门外,阜成门,车公庄南,车公庄北,西直门外,动物园,白石桥东,国家图书馆,中央民族大学,魏公村,中国农业科学院,人民大学,海淀黄庄北,中关村南,中关村西,海淀桥北,北京大学西门,颐和园路东口,西苑,骚子营,小清河,中央党校北门"
北京687路公交车路线 马家堡路北口—广顺南大街北口,"马家堡路北口,角门北路东口,西马厂北口,西马厂,大李窑,大红门,大红门西里,南苑路果园,木樨园桥东,赵公口桥西,刘家窑桥西,刘家窑桥东,东铁营桥东,分钟寺桥西,十里河桥北,华威桥南,潘家园桥,劲松桥南,双井桥南,双井桥北,大北窑南,大北窑北,光华桥北,呼家楼北,白家庄,农业展览馆,燕莎桥南,燕莎桥东,安家楼,安家楼东,朝阳公园北门,东风桥东,酒仙桥商场,酒仙桥,将台路口西,高家园,丽都饭店,望京医院,花家地北里,花家地北里西站,大西洋新城南门,广顺南大街北口"
北京688路公交车路线 田村半壁店东—西三旗,"田村半壁店东,五孔桥,定慧北桥,五路桥,营慧寺,四季青桥南,四季青桥北,东冉村,远大路,远大路东口,长春桥东,长春桥路,万泉庄,人民大学西门,北京市地震局,海淀桥北,北京大学西门,颐和园路东口,西苑,骚子营,小清河,肖家河,农大南路西口,厢黄旗,树村,树村东口,上地南口,上地西里,上地三街东口,上地桥东,清河大楼,清河小营桥西,清河小营桥北,四拨子,西三旗"
北京690路公交车路线 康城南站—农业展览馆,"康城南站,定辛庄,苏家屯,双桥南街东口,双桥农场南站,双桥农场,六号井小区,双桥医院,塔营,小寺,杨闸路口南,杨闸环岛西,管庄,周家井,朝阳路三间房,第二外国语学院,定福庄,大黄庄桥东,朝阳路高井,民航医院,太平庄,青年路南口,甘露园小区,十里堡,东八里庄,慈云寺,红领巾桥南,红领巾桥北,朝阳公园桥南,朝阳公园南门,甜水园街北口,团结湖,长虹桥北,农业展览馆"
北京691路公交车路线 韩庄子北—索家坟,"韩庄子北,造甲村,造甲村东,新村,四合庄,首经贸西校区,樊家村,纪家庙,夏家胡同,夏家胡同,丽泽桥,六里桥南,六里桥东,莲花池,湾子,达官营,广外甘石桥,广安门北,天宁寺桥东,西便门,复兴门南,北京儿童医院,阜成门北,西直门南,索家坟"
北京692路公交车路线 丰葆路东口—永定门内,"丰葆路东口,世界公园,田何庄,六圈,科丰桥南,科丰桥北,恒富花园北门,怡海花园北门,鸿业兴园,四合庄,四合庄东,首经贸南路东口,万芳园一区,纪家庙,夏家胡同,玉泉营桥西,玉泉营桥北,右安门西,陶然亭公园南门,陶然桥东,永定门内"
北京693路公交车路线 育新小区—阜永路口西,"育新小区,育新小区北口,邮政研究院,西三旗桥东,西三旗桥南,清河小营桥南,清河,学清路北口,马家沟,学知园,石板房,静淑苑,学院路北口,成府路口南,北京航空航天大学,学知桥南,蓟门桥北,蓟门桥南,明光桥南,文慧桥南,索家坟,西直门南,车公庄西,三塔寺,二里沟东口,郝家湾,二里沟西口,四道口东,外文印刷厂,老虎庙,花园桥东,花园桥南,航天桥北,航天桥西,西钓鱼台,定慧寺东,定慧桥北(北行),定慧桥北(南行),定慧桥西,阜永路口西"
北京694路公交车路线 嘉铭桐城—怡海花园西门,"嘉铭桐城,嘉铭园,小营北路,秀园,安慧桥北,奥体东门,地铁安贞门站,安贞医院北站,安贞西里,马甸桥东,北太平桥西,明光桥南,西直门南,阜成门北,北京儿童医院,复兴门南,北京西站,六里桥北里,丰台体育中心,岔路口,北大地,正阳桥北,看丹桥,韩庄子南,怡海花园西门"
北京695路公交车路线 时代庄园北站—动物园枢纽站,"时代庄园北站,时代庄园东站,时代庄园,北苑家园,北苑家园西站,大羊坊东站,大羊坊,北京有色稀土研究所,北苑,辛店村,北苑路大屯北站,地铁大屯路东站,大屯东,豹房,洼里南口,中科院地理所,南沟泥河,北沙滩桥东,南沙滩,安翔桥南,祁家豁子,马甸桥北,马甸桥西,北太平桥西,蓟门桥西,地铁大钟寺站,大钟寺,红民村,四通桥东,中国农业科学院,魏公村,中央民族大学,国家图书馆,白石桥东,动物园枢纽站"
北京696路公交车路线 国展新馆公交场站—芍药居公交场站,"国展新馆公交场站,国际展览中心新馆,顺义马连店,北甸,地铁孙河站,孙河,东郊农场,北皋,东辛店,望京村,大山桥东,广顺南大街南口,阜通东大街,望京医院,花家地北里,花家地西里,南湖西里,望京桥北,望京桥西,望和桥,育慧里,惠新东桥南,对外经贸大学,对外经贸大学南,育慧南路南口,地铁芍药居站,芍药居公交场站"
